HC2000,ID_apogee,theta_orionis,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,year,month,day,itime,sci_frames,tel_frames,teff,teff_e,teff_nirspec,teff_e_nirspec,vsini,vsini_e,rv_nirspec,rv_helio,rv_e_nirspec,airmass,airmass_e,pwv,pwv_e,veiling,veiling_e,veiling_param_O32,veiling_param_O33,veiling_param_O35,lsf,lsf_e,noise,noise_e,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,wave_offset_O32_e,wave_offset_O33,wave_offset_O33_e,wave_offset_O35,wave_offset_O35_e,snr_O32,snr_O33,snr_O35,Kmag,Kmag_e,Hmag,Hmag_e,mass_literature,mass_e_literature,teff_chris,teff_e_chris,vr_chris,vr_e_chris,vsini_chris,vsini_e_chris,veiling_param_O33_chris,rv_apogee,rv_e_apogee,teff_apogee,teff_e_apogee,vsini_apogee,vsini_e_apogee,veiling_apogee,Hmag_apogee,Hmag_e_apogee,ID_2MASS,ID_gaia_dr2,teff_kounkel,teff_e_kounkel,logg_kounkel,logg_e_kounkel,rv_mean_kounkel,rv_mean_e_kounkel,ID_kim,pmRA_kim,pmRA_e_kim,pmDE_kim,pmDE_e_kim,ID_gaia,plx,plx_e,plx_over_e,pmRA_gaia,pmRA_e_gaia,pmDE_gaia,pmDE_e_gaia,Gmag,Gmag_e,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,m_ID,Parenago,Mem,Imag,l_V-I,V-I,logT,AV,log_L_,mass_Hillenbrand,log_age_,recno,ID_2MASS_tobin,rv_tobin,rv_e_tobin,Vmag_tobin,V-I_tobin,mass_BHAC15,mass_e_BHAC15,logL_BHAC15,logL_e_BHAC15,logg_BHAC15,logg_e_BHAC15,Mk_BHAC15,Mk_e_BHAC15,mk_BHAC15,mk_e_BHAC15,mass_MIST,mass_e_MIST,logg_MIST,logg_e_MIST,logL_MIST,logL_e_MIST,mass_Feiden,mass_e_Feiden,logg_Feiden,logg_e_Feiden,logL_Feiden,logL_e_Feiden,mass_Palla,mass_e_Palla,logL_Palla,logL_e_Palla,mass_DAntona,mass_e_DAntona,logL_DAntona,logL_e_DAntona
145,,,83.81629166666664,-5.404972222222223,05 35 15.91,-05 24 17.9,19.0,1.0,12.0,600000.0,"[42, 43, 44, 45]","[40, 41, 41, 40]",3532.441091686424,329.966343603337,3532.441091686424,329.966343603337,16.12533211890013,7.072285773908823,37.85341060904571,25.33190418314216,2.6262311340779583,1.0777765968432484,0.0532237781489368,0.6688481113192697,0.1645167092553473,117494.33568732832,56652.33592974513,0.9138435091923276,0.7925619677411313,,7.72278861224983,1.5112270990557546,1.000545577522958,0.000640584596611,0.0518704831050366,0.0603997615385834,0.0488761750269701,0.0128667667629907,,,0.0162302458319321,0.150097740634053,0.1348710050314955,0.0816581045073795,,,2.033898129745068,4.654825096848601,,12.932,0.017,13.724,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,0.2,0.32,-1.0,0.15,3017363960254402560,1.5098294493893352,0.4979366,3.032172,5.118427215164455,0.42674303,0.3481911267011363,0.37150595,17.664417,0.011466163355112623,0.761569,352.0,12.483739,2.8144295,1.5092142,9118.0,,0.0,99.0,16.49,,2.3,,,,,,686.0,,,,,,0.3586747706103506,0.20215985583126972,-0.620252889962404,0.47797965953083804,3.7534699082441403,0.2849889258530971,3.5570358716806676,1.1137918776221163,11.506783878309207,1.1138338427411856,0.3788992675614996,0.2145380380738802,3.7534852481630563,0.26831019151995883,-0.589887255723776,0.49848986115736055,0.3757359460274771,0.20502620761999407,3.7144393558166064,0.33958224697320394,-0.5560336047773122,0.452409326154841,0.33504151864280096,0.23290826748525054,0.23828944271066094,0.43366392378554586,,,,
202,,,83.81666666666665,-5.398055555555556,05 35 16.00,-05 23 53.0,19.0,1.0,12.0,120000.0,"[46, 47, 48, 49]","[50, 51, 51, 50]",3395.8034707664488,25.19453671360634,3395.8034707664488,25.19453671360634,40.76035301824111,1.0064836630069998,38.58631668397305,25.943923963145814,0.696783137060855,1.031178326373988,0.0089163754052259,1.1058668441554484,0.0224534894139073,81793.50176597877,6351.944608388847,0.7055203705432447,0.6088797986385283,,5.436177088649369,0.0933139669246463,1.1418673825507015,0.0132513283644952,0.5706247562148681,0.2034892503469277,1.2414474527029773,0.2698156552195272,,,-0.4545683132787004,0.0076661867619775,0.0803959554296983,0.0089503983602072,,,27.162017007951324,36.35957600989816,,9.002,0.007,9.807,0.006,,,3393.0,204.0,25.69,0.75,42.27,2.95,0.75,,,,,,,,,,,,,,,,,,615.0,2.8,0.06,-1.56,0.08,3017363960246056064,2.315446000850616,0.05993318,38.63379,2.877940668894919,0.061418984,-0.9747636903702044,0.0487403,14.035638,0.00747474995002436,1.1245317,371.0,-0.2765789,0.4341494,0.98887086,503.0,,1870.0,99.0,12.33,,2.16,3.806,4.33,1.18,1.98,6.71,692.0,,,,,,0.28575374812674725,0.018980430595123443,-0.7541910044958067,0.2061443768703763,3.7214522488760484,0.20205869669282572,3.8597790104902154,0.5426702126975449,11.809527017118754,0.5427563378973991,0.2999011154323311,0.020796525697592716,3.7246920629498232,0.192007506115498,-0.7311667578982934,0.20843425656073042,0.2999071718641766,0.026210477303977547,3.6430151208127124,0.2919432342962698,-0.6509177004527009,0.28449223137700963,0.23390338324681628,0.021119241936500152,0.14220821408447545,0.09942275160982048,,,,
188,,,83.83174999999999,-5.39925,05 35 19.62,-05 23 57.3,19.0,1.0,12.0,600000.0,"[52, 53, 54, 55]","[50, 51, 51, 50]",3430.26147956347,21.097026264232227,3430.26147956347,21.097026264232227,6.951538549637266,0.8831992875088241,41.94409763735502,29.211085813937547,0.2040647665481572,1.0387355605468254,0.0140086000407962,1.293015649493288,0.0571447757980663,251.3766467290145,264.73106042140444,0.0021112144216993,0.0018241026185025,,5.304613094138158,0.1543302599423968,1.1784609608091374,0.0137403882672522,0.0805001002460479,0.0540504917533234,0.4258818650276307,0.0933006813030622,,,-0.3907576371928679,0.0143835193456904,0.0626677893062949,0.0135984618454437,,,9.562057715863068,19.01452231665905,,11.594,0.004,11.797,0.003,,,3475.0,73.0,29.74,0.27,6.9,1.72,0.01,,,,,,,,,,,,,,,,,,559.0,0.41,0.52,-0.83,0.18,3017361108392966912,2.619965792943785,0.09712341,26.975637,2.2570773738290506,0.097171545,-1.699233674606067,0.06949721,15.940139,0.007954691712726511,0.691659,290.0,-9.824595,0.33905727,0.6165452,620.0,,0.0,99.0,14.41,,2.59,3.591,2.25,-0.23,0.45,5.93,909.0,,,,,,0.30127049413678086,0.0179652151100394,-0.7178401599674725,0.1964600239669088,3.7305081976547125,0.19411937576088545,3.7751721222802326,0.5183286114192067,11.72492012890877,0.5184187805185688,0.3186879405535783,0.01846724085612228,3.727758446067537,0.1901658515318172,-0.6903195734505663,0.19393325781357196,0.3197544685443081,0.027928413516593364,3.664951895775301,0.29258062540411656,-0.6274929707536181,0.2743908972567282,0.25940894120168023,0.017745650361691012,0.16643849414159623,0.10345172943045408,,,,
302,,,83.81133333333332,-5.389694444444445,05 35 14.72,-05 23 22.9,19.0,1.0,13.0,450000.0,"[41, 42, 43, 44]","[39, 40, 40, 39]",3572.8526442286125,15.237820191958235,3572.8526442286125,15.237820191958235,14.207222939810562,0.4501887498519759,41.93608498317924,29.201079962869503,0.1874976340100076,1.279562306770832,0.0091617877776514,0.7280197326447432,0.0119599828846407,71659.79323755467,3497.0335205472875,0.541649969206805,0.4700963132760631,,5.425355854916093,0.0346938291796634,1.087374992932239,0.0133014225889513,0.5104121463040787,0.1129775969025443,0.6997075929059311,0.1426088149250147,,,0.0011600512422146,0.0051804327961042,-0.1376430116836717,0.008084330462275,,,33.62322200193336,33.72690429297872,,10.541,0.003,11.422,0.004,,,3541.0,21.0,29.24,0.11,13.73,1.12,0.48,,,,,,,,,,,,,,,,,,221.0,-0.24,0.4,0.71,0.13,3017364028961454080,3.6478780163152575,0.22535957,16.186922,1.6887604883126073,0.20887153,1.059551731218513,0.15014525,16.383245,0.037611345556761204,0.7067499,253.0,-15.059089,0.9703178,0.40500945,451.0,,0.0,98.0,12.2,,,3.526,0.0,0.2,0.14,3.67,612.0,,,,,,0.3813778900160744,0.02058387126014219,-0.5816575869726736,0.17450063749616446,3.7625511560064298,0.18153281075332428,3.470764017938917,0.4601975410248329,11.420512024567456,0.46029909770050575,0.4032114276329658,0.021075197677069696,3.7628103552575647,0.1783492976060359,-0.5526396885804584,0.17492583427014058,0.39695139514377237,0.03590281089786429,3.72962849103808,0.2446204691397844,-0.5275711415784249,0.21165609306497493,0.3649538447288028,0.012097123270911114,0.2667061524923627,0.13076472634870245,,,,
275,,,83.81220833333332,-5.391416666666667,05 35 14.93,-05 23 29.1,19.0,1.0,13.0,450000.0,"[47, 48]","[45, 46]",3882.417612596396,17.353239318537135,3882.417612596396,17.353239318537135,17.824924263642348,0.2183061297884183,43.57669855031337,30.748564075091625,0.1309792812214674,1.1030414703408349,0.00817253003377,0.7539636205592213,0.0109695560061849,86.21735524675793,104.44081144225676,0.0005322089617916,0.0004644654125806,,5.223730732232413,0.0766521434175668,1.5777925639672783,0.0196263418446979,2.1636486738418235,0.4800059230784522,2.9723656791799424,0.6207670924387231,,,-0.2815489057964274,0.0052528908168644,-0.4115836727151829,0.0070461168211555,,,52.458279574720486,56.66158233265564,,10.191,0.003,10.863,0.004,,,3860.0,17.0,30.88,0.01,17.59,0.3,0.0,,,,,,,,,,,,,,,,,,65.0,-1.18,0.14,1.19,0.06,3017363955944591872,2.171990047592252,0.16224127,13.387408,0.2509425185280952,0.17013003,1.318372997995947,0.1012431,16.050678,0.023835412721373336,0.7519684,170.0,-8.024562,0.22873195,0.589754,455.0,,0.0,98.0,14.0,,,,,,,,622.0,,,,,,0.5835088199974796,0.04161028611579448,-0.3097894160030244,0.1564320606120067,3.8250526459992438,0.1692002027605537,2.924631478005293,0.3931716039239026,10.874379484633831,0.3932904686242613,0.6048091651830654,0.0523995310740229,3.8258250655620487,0.1677401647115646,-0.29515506934340385,0.14860949587773975,0.5728322615061464,0.056771101558470816,3.8092257674652705,0.19475822501008988,-0.3035185600261632,0.16623627850121087,0.6189051968485146,0.025947084378334928,0.6347607307055046,0.2666705914060655,0.5303160935906072,0.06289693147138437,-0.42813218148590143,0.12456943951587468
245,,,83.81229166666665,-5.39425,05 35 14.95,-05 23 39.3,19.0,1.0,13.0,180000.0,"[49, 50, 51, 52]","[53, 54, 54, 53]",3920.9287376592542,23.65998688540776,3920.9287376592542,23.65998688540776,17.35916306626997,0.2090558571005658,43.910917458410026,31.018078393056268,0.118211436335514,1.059816310160727,0.0081632821733184,0.7331682047982621,0.013145323831447,125.76485642251804,133.92619455136094,0.000759719194493,0.0006634192466249,,5.275106351434252,0.0818055133131405,1.2738376695492173,0.0141225640405957,2.003556421375553,0.4389243560030769,2.728842620577652,0.5541638093650462,,,0.1229749914699913,0.0052426347948462,-0.4392911289351953,0.0075620206815063,,,37.899955836147306,40.771689250684304,,9.517,0.003,9.818,0.003,,,3869.0,18.0,31.05,0.21,17.03,0.35,0.0,,,,,,,,,,,,,,,,,,,,,,,3017363960237919616,2.3188246427957315,0.046180114,50.212624,0.869169819219945,0.044256616,-0.3610677670717165,0.03731712,13.438087,0.005609707458046094,0.9597578,332.0,5.433032,0.32801846,1.2190574,456.0,,1844.0,4.0,12.18,,2.41,,,,,,623.0,,,,,,0.6117549115427199,0.048323623063683374,-0.2770695973030081,0.15887445162053368,3.831175491154272,0.1684380088758839,2.8664901769145605,0.39489533770461205,10.8162381835431,0.3950136837116362,0.6318394019956224,0.05973777165711386,3.831931559675541,0.16824078300205536,-0.26536357084819473,0.1520520137854962,0.5967450930838246,0.06185394327306282,3.8169430146950036,0.1932031908584686,-0.2762946258231976,0.16824315943740392,0.654563645980791,0.03084331505701271,0.6946669252477288,0.2938315559739084,0.5488553337306598,0.06978626690784151,-0.4006941060786235,0.12683365381274903
258,2M05351439-0523335,,83.80999999999997,-5.3926944444444445,05 35 14.40,-05 23 33.7,19.0,1.0,13.0,180000.0,"[55, 56, 57, 58]","[53, 54, 54, 53]",3580.971796235924,16.194741168666724,3580.971796235924,16.194741168666724,8.526064230170096,0.7304551920804601,40.93838943605122,27.958963156828894,0.1465659666623082,1.006396547150632,0.0052674121888783,0.7293684247751633,0.0104675145985405,127947.9693352344,5296.567434317876,0.9615367217605754,0.8346444887080449,,5.422552111484299,0.0372775093586486,1.229118624192226,0.0133952851561888,0.9794554367593572,0.2626520403140846,1.4651980127591582,0.3469825206963097,,,0.2654212241127982,0.0049065385934015,-0.2598407274841503,0.0078542461049547,,,42.80232946215863,45.442124713526525,,9.385777230162642,0.0019980276129324174,9.858,0.004,,,3568.0,41.0,28.02,0.19,7.71,1.03,0.82,26.01,0.79,4130.95,25.34,27.82,0.55,0.66,9.781,0.078,b'2M05351439-0523335',3.017364028970885e+18,4033.39,44.2909,4.12832,0.172337,1.57234,0.0,521.0,-0.11,0.23,-1.65,0.03,3017364028970884864,2.3673619946075903,0.052646365,44.967243,1.8972306233077956,0.051355477,-1.5673238897566792,0.039280664,13.8195505,0.009150373902245417,0.87210274,347.0,-8.140206,0.33595973,0.7042285,441.0,,1843.0,95.0,12.61,,2.58,3.562,1.54,0.36,0.21,3.94,592.0,b'0535143-052333',0.0,0.0,15.19,2.58,0.3859392113684967,0.021891127745364364,-0.5739033406735556,0.17440397326536528,3.7643756845473986,0.18109889981438765,3.4534309967997125,0.4594388673058971,11.403179003428251,0.45954059164552885,0.40820814683608686,0.022232889726998967,3.7646788221112164,0.1781717908510212,-0.5454871693009417,0.17486988448036317,0.4011723718372402,0.036887844387985036,3.7324973484077693,0.24268954691257694,-0.5218519857099222,0.21000641599618364,0.37096357974531774,0.012742149292663957,0.2724154007580519,0.13355742745969135,,,,
220,,,83.81174999999999,-5.39625,05 35 14.82,-05 23 46.5,19.0,1.0,13.0,600000.0,"[59, 60, 61, 63]","[64, 65, 65, 64]",3514.400602717242,11.83252144009498,3514.400602717242,11.83252144009498,9.905448432432774,0.4492955543923225,46.55505582168424,33.50847726256818,0.1331325130654299,1.003070095293153,0.003702342324343,0.6873251491838543,0.016793393146795,2252.410333471003,1779.978274287802,0.0177490929785153,0.0153841182854898,,4.972329315801175,0.0888813139589417,1.0042571563997895,0.0047611847855932,0.3828760756372462,0.0973837548045095,0.5452941806208851,0.1215699726784692,,,0.1711961857222484,0.0070316347290544,-0.1255267602693473,0.0087470884814595,,,22.549081820017097,25.222641244427496,,11.514,0.005,11.864,0.004,,,3484.0,19.0,33.47,0.23,9.04,0.3,0.02,,,,,,,,,,,,,,,,,,23.0,-1.66,0.4,0.08,0.13,3017363960254400128,2.0928847820711938,0.18072666,11.580388,-0.9788045646051856,0.2912227,-0.5930489360000446,0.23791704,16.080534,0.011749080491624646,0.77197456,246.0,-0.67002046,0.39440465,0.96819997,453.0,,0.0,99.0,12.3,,,,,,,,614.0,,,,,,0.34853966444788864,0.016236098381530673,-0.6374825704385894,0.17831099217634402,3.7494158657791554,0.18444111485835624,3.595549275098023,0.47254675097270415,11.545297281726562,0.4726456541992699,0.3681544827171292,0.015465823038116111,3.7494134962354906,0.18091107683551777,-0.6072143376282085,0.17874009509037977,0.36618957836272253,0.03004010880903399,3.70695696057281,0.26531084827407825,-0.5686584373547585,0.23260199566633605,0.32168808491283635,0.010062895187509718,0.22560368066719452,0.11399993107664053,,,,
370,,,83.81616666666665,-5.383888888888889,05 35 15.88,-05 23 02.0,19.0,1.0,16.0,180000.0,"[83, 84, 85, 86]","[87, 88, 88, 87]",3843.4437104179456,30.624251549601013,3843.4437104179456,30.624251549601013,14.749477454769984,0.4073561973143285,45.1336580429324,31.14993492417119,0.1913522364740352,1.1538467118996014,0.0078166710242841,0.5008949309028409,0.0011462325920236,119260.3079329258,5556.993806058999,0.7530089243660926,0.6568922830510212,,5.429935563391115,0.0370248222721834,1.0035102286465465,0.0038638167214209,0.7937902390611784,0.186239551594372,1.1587493822424362,0.2582786099887423,,,-0.0561779485597744,0.0050261281295546,-0.2079718179659437,0.0071566499467412,,,33.46652730573075,35.27282735447203,,9.831,0.006,10.32,0.005,,,3802.0,45.0,31.24,0.17,14.43,0.34,0.66,,,,,,,,,,,,,,,,,,227.0,0.01,0.74,-0.46,0.09,3017364132046212224,2.4850858975290047,0.07627709,32.579716,1.5897037372081273,0.07404567,-1.735423392209981,0.05224767,14.650467,0.005740781651738778,0.9043274,274.0,-6.284392,0.2993034,0.74010867,494.0,,0.0,0.0,13.56,,2.36,3.602,1.98,0.06,0.41,5.63,682.0,,,,,,0.5562543429496123,0.04879806065397141,-0.3424947884604652,0.17007344406345407,3.8168763028848836,0.17405245795639268,2.9818658798058144,0.4210675132970325,10.931613886434354,0.4211785053071246,0.5770530080853247,0.057002574601761835,3.819331584518806,0.17134943786719026,-0.32692111439954036,0.1613488715832678,0.5484717481754686,0.06339926824158273,3.8009495064007015,0.2021566216653632,-0.3316525761742285,0.17820985129688513,0.5846515388072338,0.03493711059245169,0.579747081292959,0.2628737123264596,0.5115540727329494,0.06507650758819422,-0.4558999723552349,0.1366037895979329
389,2M05351563-0522565,,83.81516666666666,-5.3823333333333325,05 35 15.64,-05 22 56.4,19.0,1.0,16.0,120000.0,"[89, 90, 91, 92]","[87, 88, 88, 87]",3572.0076343444766,16.717792295099343,3572.0076343444766,16.717792295099343,27.229832611860083,0.467253861534509,45.153794566571385,31.093406680627574,0.3144567043696931,1.0486345465287623,0.0058315912959349,0.5005011357916352,0.0006274543902817,100510.87400846263,4309.298666627605,0.7601522048818512,0.659758748635029,,5.837748505405634,0.075461858015692,2.2017153615677167,0.0255192316460497,3.5526284646690627,0.8929707694199983,5.5780773163748485,1.342545812724647,,,0.0065029622006286,0.0048049414563765,-0.0494568883281683,0.0076698263175086,,,90.6671321184572,94.1423140159972,,7.989,0.029,,,,,3566.0,34.0,30.86,0.15,26.89,0.46,0.68,30.29,1.22,4468.0,6.0,28.65,0.32,0.54,8.452,0.044,b'2M05351563-0522565',3.0173641277432883e+18,4453.0,28.5574,4.29257,0.103386,30.6482,0.677308,,,,,,3017364127743288320,2.511309439656208,0.026310299,95.44968,1.1072892451510867,0.025988948,1.5235411526880989,0.020819172,12.260441,0.00740996403876371,1.441617,347.0,-0.030323446,0.17421082,0.9978621,479.0,,1862.0,99.0,10.97,,1.8,3.719,2.39,1.16,2.62,5.75,663.0,,,,,,0.38090316536206553,0.021361261846607416,-0.5824646188844886,0.17592277745587706,3.762361266144826,0.181914015277149,3.472567971624151,0.46339918676689096,11.42231597825269,0.46350004193615,0.40269138845755853,0.021908344883044523,3.7626158924666115,0.17877850555365704,-0.5533840950754003,0.17630051188795437,0.39650865729452434,0.036583459546597946,3.729319070409997,0.24571503475565803,-0.5281672438186524,0.2127059044552427,0.36432837479235886,0.013213129101795507,0.2661119560527409,0.13198870974651428,,,,
386,,,83.81362499999997,-5.382416666666666,05 35 15.27,-05 22 56.7,19.0,1.0,16.0,120000.0,"[93, 94, 95, 96]","[97, 98, 98, 97]",3681.917618595193,13.521701856642949,3681.917618595193,13.521701856642949,12.506526312924317,0.1342155713256501,41.73335620359497,27.61730775778365,0.1705244399814987,1.0154967339098924,0.0078053613533356,0.5012203532228091,0.0014581849664314,11701.388179339185,1799.093632305225,0.0819651864559564,0.0713156459464259,,6.32178150794976,0.0654923729652527,1.289497323632322,0.0155515566079682,2.5464794900163783,0.6213334698681532,3.6567396687789904,0.8244994147990677,,,0.070454336517986,0.0076531974106597,0.4805906394015604,0.0107200480488882,,,41.183942308804085,45.27310776832034,,9.189,0.011,9.504,0.006,,,3673.0,13.0,27.44,0.18,11.2,0.1,0.11,,,,,,,,,,,,,,,,,,,,,,,3017364127743285376,2.431629427810543,0.033577304,72.418846,2.273709660397339,0.029999182,0.0124234561521106,0.024785649,12.754051,0.006411939813609424,1.1676064,343.0,4.6535096,0.20820251,1.1834528,468.0,,1842.0,99.0,11.5,,1.66,3.745,2.37,0.96,2.39,6.34,640.0,,,,,,0.44835517107974066,0.027830006075951597,-0.48230276048836307,0.16501103113883414,3.784506551323922,0.1735186252188481,3.254934486760778,0.4276673843592287,11.204682493389317,0.42777666395358827,0.470974829239824,0.02909781181762125,3.787392339525632,0.17312818363423887,-0.4579935833700867,0.16162613881713675,0.45196154431550917,0.04036861023100452,3.761856158743926,0.2173690777004329,-0.4512398801342311,0.18738427456723078,0.4510484851903995,0.013934364057332449,0.3773384550634552,0.17046818426410495,0.4271051018946207,0.015274902263255646,-0.5808844491959614,0.05956446167852697
398,,,83.81333333333332,-5.381777777777778,05 35 15.20,-05 22 54.4,19.0,1.0,16.0,120000.0,"[99, 100, 101, 102]","[97, 98, 98, 97]",4432.338932328882,207.5625595619149,4432.338932328882,207.5625595619149,27.030080682033716,1.7909954187767134,39.02517146877896,24.847603783532485,0.8639048770983528,1.0006838804697056,0.0007783700052527,0.5003750519786598,0.0004867384555722,1177756.6616597604,79346.83907666209,5.81783245759992,5.109138191290742,,5.564264649974886,0.0282490871452254,1.4425441935732342,0.0154164121542632,0.8538913316488745,0.250211162945947,1.04000139366166,0.3018572240162014,,,0.0719582424782565,0.0066661842182652,0.4718101290997136,0.0062147333653092,,,64.3383182225582,65.04179696986988,,,,9.365,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,1.61,0.2,0.29,0.42,3017364132042663936,2.441075596700604,0.052306592,46.668602,2.1392064008652727,0.053621646,-0.0371263200236691,0.04021313,14.005997,0.03151763185708011,0.93130016,362.0,2.305984,0.35468018,1.0866907,463.0,,1841.0,99.0,12.12,,2.14,,,,,,636.0,,,,,,1.1004459635906343,0.2741811746462334,0.14026757815438057,0.32028208134103586,3.88,0.16999999999999993,2.1395540364093657,0.6578383101759985,10.089302043037904,0.6579093591930504,1.0233009899107712,0.2322488478458839,3.8941980021229123,0.178076200790386,0.09511438485701157,0.291427476679961,0.9656913687394579,0.2379679330798194,3.887115110770194,0.19358868313800648,0.07557721537707036,0.29657875372304954,1.268892340390108,0.37289567290019426,1.7474566220164538,1.363020716835576,0.8398482778291065,0.2088509126787355,-0.05334717050576674,0.27114950480811545
413,,,83.81454166666666,-5.380166666666666,05 35 15.49,-05 22 48.6,19.0,1.0,16.0,180000.0,"[113, 114, 115, 116]","[117, 118, 118, 117]",3652.341006720141,26.910970799231336,3652.341006720141,26.910970799231336,28.699920598927086,0.5742832435226148,39.88485448281234,25.510159008000038,0.361876508438101,1.0101027272474428,0.0082039298154282,0.5031115902939165,0.0035553843889121,6178.165203883152,3303.780137027179,0.044166017489884,0.0383940333852284,,5.293476083118311,0.1230737671054145,1.0013629367992505,0.0013048436805588,0.8344537378070562,0.1839017476752526,1.1688278345175198,0.2465311351671622,,,-0.2025706726026486,0.0106503393255825,-0.3823245413438833,0.0150325997679429,,,19.87823049881875,21.688397530015656,,9.831,0.006,10.204,0.003,,,3643.0,44.0,25.51,0.41,28.79,0.55,0.05,,,,,,,,,,,,,,,,,,35.0,-0.43,0.04,-0.27,0.74,3017364127743287680,2.4771766797675503,0.05325148,46.518456,1.757107361283469,0.044482794,-0.2412378019403587,0.037473563,14.55454,0.006680514896534297,0.93677425,392.0,-6.6000123,0.33832246,0.7713367,476.0,,1861.0,99.0,13.34,,2.7,3.544,1.21,0.0,0.22,4.63,656.0,,,,,,0.42951656478989886,0.03471498015373542,-0.5086768092941416,0.17845161805277848,3.7788549694369697,0.17777503137823158,3.3114503056303035,0.45983751474791257,11.261198312258843,0.45993915091904675,0.45219774829344045,0.034627155520381564,3.781048879896143,0.17750821235253667,-0.48276514191631814,0.17552246894865617,0.4370484051915725,0.04595645959693884,3.754091845739608,0.2291565756722036,-0.4720036088858344,0.20018053794044982,0.42658478636901687,0.023724247679486388,0.34027595134906047,0.17299613498855934,0.41142807807309834,0.018609599568264468,-0.6040864444518145,0.07312222778036831
253,,,83.82587499999998,-5.393305555555556,05 35 18.21,-05 23 35.9,19.0,1.0,16.0,120000.0,"[119, 120, 121, 122]","[117, 118, 118, 117]",4050.794885921794,132.33245694405537,4050.794885921794,132.33245694405537,5.6543843935743565,1.0797131842096443,42.7057890410748,28.2375276512292,0.3158611104980409,1.080329450489499,0.0100908688128278,0.502056743612512,0.00233735821214,563053.9141619406,40352.44054006343,3.179963144166964,2.781221651863701,,4.959783410823071,0.0894721382972676,1.0010108939945437,0.0011299871242934,0.5077508482100486,0.1336950051696155,0.6477651486081699,0.1426177746372038,,,-0.0927945896992171,0.0072057130223097,-0.251528964955244,0.008274843867514,,,26.27580055076361,25.62039288610621,,,,,,,,4000.0,117.0,28.67,0.36,6.21,1.48,2.66,,,,,,,,,,,,,,,,,,,,,,,3017364063330467072,2.532661254503038,0.03740549,67.708275,1.5702260104644576,0.033907138,-0.033396531731619,0.02807094,12.86054,0.004436580104845871,1.5297823,405.0,7.6038036,0.25789982,1.2800013,581.0,,1913.0,99.0,11.58,,2.35,,,,,,836.0,b'0535181-052335',25.9,1.7,13.93,2.35,0.714829071601495,0.14012223218069647,-0.16665383555865446,0.2501481461588934,3.8429658143202987,0.1775943380241738,2.6647905782774584,0.5484046098568494,10.614538584905997,0.5484898346285373,0.7228663300052605,0.14315760038572067,3.8510904716854815,0.18285516550337877,-0.1694033047368626,0.2295161795375462,0.679320864292182,0.14070443944779254,3.8396554186881287,0.20679239371283242,-0.186082040087368,0.23792508182794525,0.7748100795572168,0.1459804306459112,0.8966809336561241,0.6050099266493072,0.6124474201774778,0.12944286812593042,-0.309316250576378,0.20297542041614816
288,,,83.82966666666665,-5.390861111111112,05 35 19.12,-05 23 27.1,19.0,1.0,17.0,450000.0,"[38, 39, 40, 41]","[42, 43, 43, 42]",3712.82494532495,25.954885770443525,3712.82494532495,25.954885770443525,18.573642794703016,0.3669860133436966,40.74698884536691,26.43516197355179,0.249887463040995,1.213833269234877,0.011323800519876,0.6669305792344239,0.0144936617761697,39443.99241668914,3476.214277185685,0.2704511868260889,0.2355497225532264,,5.437284808592672,0.0673498316596572,1.001080698973808,0.0013696825467529,0.3679563806421764,0.0794977124713145,0.5058191432340629,0.1017996574845181,,,-0.068588919362791,0.0069359378455891,0.1423609921207388,0.0108634539608257,,,24.30606985268714,25.27443053054982,,10.622,0.004,11.064,0.003,,,3666.0,54.0,26.61,0.17,18.2,0.53,0.25,,,,,,,,,,,,,,,,,,71.0,-0.42,0.04,-0.52,0.41,3017364059023827968,2.52065218517657,0.068160474,36.981144,0.8647202207764041,0.060891807,-0.9136241039996726,0.050957274,15.425092,0.005752712760762095,0.91590786,361.0,-8.831234,0.35918826,0.68678594,610.0,,1928.0,99.0,13.89,,2.7,3.591,2.53,0.05,0.36,5.55,892.0,b'0535191-052326',0.0,0.0,16.59,2.7,0.46804136644901273,0.03710421764220265,-0.45474208697138213,0.17439044974288748,3.790412409934704,0.1745577516154435,3.1958759006529616,0.4419866162319601,11.1456239072815,0.44209235630892213,0.49059673110920304,0.0394742255300084,3.7940212049343516,0.1747456374752936,-0.43210749956751643,0.1686564912949886,0.46861646279654207,0.0499751083205113,3.769790089342785,0.217059849967,-0.4289245808543245,0.19072279747419352,0.47661285800244013,0.02543412232539799,0.4160684798736968,0.19893338392942153,0.44348746845671805,0.03743912208151429,-0.5566385466840573,0.14661020968015898
